Listing_ID,Landlord_ID,Property_Type,Bedrooms,Bathrooms,Location,Monthly_Rent,Service_Charge,Availability_Status,Date_Listed
LST00323,LLD0405,Self-Contain,3,2,Lekki,328600,20000,Rented,2025-04-30
LST00324,LLD0231,Single Room,2,1,Iyana Ipaja,431825,0,Rented,2025-04-23
LST00325,LLD0020,Flat,3,1,Iyana Ipaja,434717,10000,Inactive,2025-03-15
LST00326,LLD0306,Self-Contain,3,2,Ikeja,251650,,Available,2025-03-15
LST00327,LLD0037,Flat,2,2,Iyana Ipaja,472430,30000,Rented,2025-03-02
LST00328,LLD0275,Single Room,1,1,Lekki,254669,10000,Inactive,2025-02-01
LST00329,LLD0156,Self-Contain,3,2,Surulere,373549,10000,Rented,2025-04-11
LST00330,LLD0178,Self-Contain,1,1,Ajah,454250,0,Rented,2025-03-02
LST00331,LLD0131,Flat,2,1,Lekki,268595,0,Inactive,2025-04-14
LST00332,LLD0310,Self-Contain,2,2,Ikeja,313021,10000,Rented,2025-02-22
LST00333,LLD0454,Self-Contain,1,1,Ajah,112718,,Inactive,2025-01-25
LST00334,LLD0347,Flat,2,2,Iyana Ipaja,370244,,Rented,2025-01-13
LST00335,LLD0027,Self-Contain,3,2,Ajah,267285,30000,Inactive,2025-01-13
LST00336,LLD0259,Flat,1,1,Surulere,59642,10000,Rented,2025-03-26
LST00337,LLD0405,Flat,2,1,Ikeja,412988,0,Available,2025-02-25
LST00338,LLD0075,Flat,2,1,Iyana Ipaja,246215,20000,Available,2025-02-15
LST00339,LLD0428,Flat,1,2,Yaba,279457,20000,Inactive,2025-02-24
LST00340,LLD0066,Flat,3,2,Lekki,362627,10000,Inactive,2025-02-22
LST00341,LLD0341,Single Room,1,2,Surulere,377437,20000,Available,2025-03-01
LST00342,LLD0491,Single Room,2,2,Surulere,387594,20000,Inactive,2025-04-21
LST00343,LLD0193,Flat,2,2,Lekki,408773,20000,Rented,2025-04-04
LST00344,LLD0471,Single Room,1,2,Ikeja,295299,20000,Rented,2025-01-07
LST00345,LLD0161,Single Room,3,2,Ikeja,425284,20000,Rented,2025-03-28
LST00346,LLD0346,Self-Contain,3,1,Surulere,361652,0,Rented,2025-03-25
LST00347,LLD0438,Flat,3,2,Lekki,157815,20000,Rented,2025-03-24
LST00348,LLD0360,Single Room,1,1,Ajah,181651,10000,Rented,2025-01-13
LST00349,LLD0256,Self-Contain,3,1,Yaba,324731,10000,Rented,2025-01-08
LST00350,LLD0071,Self-Contain,3,2,Yaba,116181,0,Inactive,2025-02-21
LST00351,LLD0086,Flat,3,1,Ikeja,229542,0,Available,2025-04-04
LST00352,LLD0421,Flat,3,1,Ikeja,252871,,Rented,2025-02-13
LST00353,LLD0261,Self-Contain,2,1,Ajah,197000,10000,Rented,2025-04-13
LST00354,LLD0213,Flat,1,2,Ikeja,404489,,Inactive,2025-04-21
LST00355,LLD0152,Flat,1,1,Yaba,93591,0,Inactive,2025-01-14
LST00356,LLD0209,Self-Contain,3,2,Lekki,344045,10000,Available,2025-02-01
LST00357,LLD0400,Self-Contain,1,2,Surulere,143411,20000,Available,2025-01-25
LST00358,LLD0060,Flat,1,2,Yaba,189571,10000,Inactive,2025-01-25
LST00359,LLD0267,Single Room,2,1,Ajah,443449,20000,Rented,2025-03-10
LST00360,LLD0261,Flat,1,1,Lekki,198490,10000,Rented,2025-02-27
LST00361,LLD0217,Single Room,2,2,Lekki,371710,30000,Rented,2025-01-18
LST00362,LLD0282,Self-Contain,1,2,Surulere,306772,10000,Rented,2025-02-24
LST00363,LLD0135,Single Room,2,2,Yaba,327390,20000,Rented,2025-01-24
LST00364,LLD0466,Self-Contain,2,1,Lekki,482001,10000,Inactive,2025-02-05
LST00365,LLD0379,Flat,1,1,Lekki,153425,20000,Available,2025-03-01
LST00366,LLD0361,Flat,2,1,Ikeja,425544,20000,Available,2025-02-01
LST00367,LLD0448,Self-Contain,2,1,Lekki,346647,10000,Inactive,2025-04-22
LST00368,LLD0440,Self-Contain,1,1,Ajah,447493,10000,Rented,2025-04-29
LST00369,LLD0092,Self-Contain,2,1,Lekki,378621,20000,Inactive,2025-01-10
LST00370,LLD0108,Flat,2,1,Ikeja,181421,,Available,2025-02-26
LST00371,LLD0240,Flat,2,2,Iyana Ipaja,404942,0,Available,2025-04-14
LST00372,LLD0354,Single Room,2,1,Iyana Ipaja,248013,20000,Available,2025-04-21
LST00373,LLD0423,Self-Contain,2,2,Ajah,385144,20000,Available,2025-04-20
LST00374,LLD0141,Single Room,3,1,Surulere,194580,20000,Inactive,2025-03-12
LST00375,LLD0290,Flat,2,2,Surulere,147565,,Rented,2025-01-13
LST00376,LLD0431,Single Room,2,1,Ajah,160123,20000,Rented,2025-01-07
LST00377,LLD0236,Single Room,2,1,Lekki,379225,30000,Inactive,2025-03-25
LST00378,LLD0339,Flat,2,1,Lekki,428578,20000,Rented,2025-03-11
LST00379,LLD0311,Flat,1,2,Iyana Ipaja,78957,10000,Rented,2025-04-18
LST00380,LLD0176,Self-Contain,3,1,Iyana Ipaja,188968,20000,Rented,2025-01-02
LST00381,LLD0140,Single Room,1,1,Yaba,155634,,Rented,2025-01-12
LST00382,LLD0188,Flat,3,2,Iyana Ipaja,185360,30000,Available,2025-04-29
LST00383,LLD0485,Flat,2,1,Iyana Ipaja,468960,0,Rented,2025-04-07
LST00384,LLD0048,Single Room,2,1,Ajah,71150,10000,Inactive,2025-04-19
LST00385,LLD0301,Flat,3,2,Yaba,400021,20000,Available,2025-01-31
LST00386,LLD0368,Self-Contain,3,1,Surulere,160540,20000,Available,2025-01-22
LST00387,LLD0189,Self-Contain,1,2,Yaba,155139,0,Inactive,2025-02-22
LST00388,LLD0135,Single Room,3,2,Lekki,281961,10000,Rented,2025-03-04
LST00389,LLD0042,Self-Contain,2,2,Lekki,333235,20000,Available,2025-03-03
LST00390,LLD0403,Flat,1,1,Yaba,181972,20000,Inactive,2025-01-28
LST00391,LLD0379,Flat,3,1,Yaba,358846,30000,Inactive,2025-04-21
LST00392,LLD0352,Flat,3,2,Lekki,331869,,Rented,2025-02-21
LST00393,LLD0089,Flat,1,2,Ajah,78722,10000,Rented,2025-04-26
LST00394,LLD0294,Single Room,3,1,Ajah,467294,30000,Inactive,2025-01-08
LST00395,LLD0340,Self-Contain,2,1,Ajah,263119,20000,Rented,2025-01-22
LST00396,LLD0244,Self-Contain,1,1,Ajah,68059,,Inactive,2025-02-18
LST00397,LLD0432,Flat,3,2,Lekki,68161,10000,Rented,2025-01-01
LST00398,LLD0191,Single Room,2,1,Ikeja,251773,10000,Rented,2025-02-19
LST00399,LLD0317,Flat,3,2,Iyana Ipaja,402489,20000,Inactive,2025-02-03
LST00400,LLD0105,Flat,1,2,Iyana Ipaja,60687,,Inactive,2025-04-29
LST00401,LLD0362,Single Room,3,1,Iyana Ipaja,394647,30000,Rented,2025-04-11
LST00402,LLD0309,Single Room,3,1,Iyana Ipaja,411914,20000,Inactive,2025-04-11
LST00403,LLD0381,Flat,3,2,Lekki,58694,10000,Available,2025-02-28
LST00404,LLD0232,Self-Contain,2,2,Ikeja,220590,20000,Rented,2025-02-06
LST00405,LLD0264,Flat,2,1,Lekki,177260,30000,Available,2025-02-24
LST00406,LLD0343,Self-Contain,3,2,Ikeja,411603,20000,Available,2025-03-31
LST00407,LLD0036,Self-Contain,3,1,Lekki,211713,20000,Available,2025-04-04
LST00408,LLD0304,Single Room,1,1,Yaba,221800,0,Inactive,2025-04-11
LST00409,LLD0040,Single Room,3,2,Ikeja,362231,20000,Rented,2025-03-13
LST00410,LLD0016,Flat,1,2,Iyana Ipaja,486767,10000,Rented,2025-03-26
LST00411,LLD0343,Self-Contain,2,1,Ikeja,264986,,Available,2025-04-02
LST00412,LLD0276,Self-Contain,3,2,Surulere,251764,20000,Inactive,2025-03-04
LST00413,LLD0306,Flat,1,2,Ajah,276941,20000,Rented,2025-01-20
LST00414,LLD0058,Flat,2,1,Ikeja,236505,,Rented,2025-01-25
LST00415,LLD0422,Flat,1,2,Surulere,420085,0,Rented,2025-02-07
LST00416,LLD0182,Single Room,2,1,Ajah,257459,10000,Available,2025-01-28
LST00417,LLD0040,Flat,3,2,Surulere,106561,20000,Available,2025-01-08
LST00418,LLD0038,Flat,1,1,Ajah,317508,10000,Available,2025-03-16
LST00419,LLD0396,Self-Contain,3,2,Yaba,389152,10000,Available,2025-04-05
LST00420,LLD0191,Flat,1,2,Ikeja,447190,30000,Available,2025-03-11
LST00421,LLD0266,Self-Contain,2,2,Surulere,265138,20000,Rented,2025-01-08
LST00422,LLD0493,Self-Contain,1,2,Yaba,74053,0,Available,2025-04-06
LST00423,LLD0146,Single Room,1,2,Iyana Ipaja,483288,10000,Inactive,2025-02-10
LST00424,LLD0394,Flat,3,2,Ikeja,444426,0,Available,2025-01-08
LST00425,LLD0332,Flat,3,2,Lekki,269171,20000,Available,2025-01-07
LST00426,LLD0126,Self-Contain,3,2,Lekki,484805,0,Available,2025-03-16
LST00427,LLD0045,Single Room,2,1,Lekki,257517,30000,Rented,2025-03-03
LST00428,LLD0044,Single Room,3,2,Surulere,155128,20000,Rented,2025-03-06
LST00429,LLD0000,Flat,1,2,Surulere,88966,0,Inactive,2025-04-28
LST00430,LLD0167,Self-Contain,2,2,Ajah,338214,10000,Rented,2025-04-20
LST00431,LLD0107,Flat,3,2,Lekki,247715,20000,Available,2025-03-09
LST00432,LLD0018,Flat,1,2,Iyana Ipaja,159573,10000,Inactive,2025-01-21
LST00433,LLD0331,Flat,1,1,Surulere,284362,20000,Inactive,2025-01-08
LST00434,LLD0071,Flat,2,1,Ikeja,282810,,Inactive,2025-03-07
LST00435,LLD0455,Self-Contain,1,2,Surulere,156327,10000,Available,2025-01-11
LST00436,LLD0444,Single Room,3,2,Ikeja,454462,10000,Rented,2025-04-19
LST00437,LLD0108,Flat,1,2,Surulere,200271,30000,Rented,2025-01-24
LST00438,LLD0267,Flat,3,2,Ajah,351973,10000,Available,2025-01-09
LST00439,LLD0444,Flat,3,1,Ajah,373269,0,Rented,2025-03-18
LST00440,LLD0239,Flat,2,2,Ajah,155111,0,Available,2025-01-09
LST00441,LLD0416,Single Room,1,1,Iyana Ipaja,417421,,Available,2025-03-28
LST00442,LLD0300,Single Room,2,2,Surulere,50169,,Inactive,2025-04-21
LST00443,LLD0089,Single Room,2,1,Ikeja,406087,10000,Rented,2025-01-31
LST00444,LLD0102,Single Room,2,1,Surulere,404552,20000,Inactive,2025-02-21
LST00445,LLD0475,Flat,3,1,Yaba,456165,0,Rented,2025-01-16
LST00446,LLD0249,Self-Contain,3,2,Ajah,97313,20000,Available,2025-05-01
LST00447,LLD0452,Single Room,3,2,Lekki,390879,0,Inactive,2025-04-24
LST00448,LLD0007,Single Room,3,2,Yaba,110131,0,Available,2025-03-14
LST00449,LLD0152,Flat,1,2,Yaba,438339,30000,Available,2025-02-01
LST00450,LLD0346,Flat,1,2,Ajah,261084,10000,Inactive,2025-03-16
LST00451,LLD0173,Flat,3,1,Lekki,157127,0,Inactive,2025-03-18
LST00452,LLD0342,Flat,3,1,Ajah,222836,30000,Rented,2025-01-06
LST00453,LLD0157,Self-Contain,1,1,Ajah,211971,20000,Rented,2025-03-21
LST00454,LLD0492,Self-Contain,2,2,Lekki,268007,20000,Inactive,2025-01-11
LST00455,LLD0430,Single Room,2,1,Yaba,359884,,Rented,2025-02-23
LST00456,LLD0214,Self-Contain,3,2,Yaba,246562,10000,Available,2025-03-26
LST00457,LLD0176,Single Room,2,1,Surulere,204353,0,Available,2025-03-16
LST00458,LLD0174,Single Room,3,2,Lekki,162339,0,Available,2025-03-14
LST00459,LLD0339,Self-Contain,3,1,Yaba,118570,10000,Available,2025-03-08
LST00460,LLD0337,Single Room,3,2,Iyana Ipaja,456544,0,Available,2025-02-10
LST00461,LLD0145,Flat,1,1,Ajah,356191,20000,Available,2025-04-30
LST00462,LLD0449,Single Room,2,1,Iyana Ipaja,169168,0,Rented,2025-02-03
LST00463,LLD0323,Flat,1,1,Iyana Ipaja,463012,10000,Inactive,2025-01-27
LST00464,LLD0477,Self-Contain,2,2,Surulere,122666,0,Inactive,2025-03-27
LST00465,LLD0160,Self-Contain,1,1,Surulere,152173,10000,Rented,2025-04-02
LST00466,LLD0126,Single Room,1,1,Surulere,367395,20000,Rented,2025-02-10
LST00467,LLD0419,Flat,3,1,Iyana Ipaja,312935,10000,Rented,2025-01-31
LST00468,LLD0081,Single Room,3,2,Ikeja,324477,10000,Inactive,2025-02-03
LST00469,LLD0484,Self-Contain,1,1,Ikeja,290119,,Rented,2025-02-20
LST00470,LLD0146,Single Room,2,2,Iyana Ipaja,217681,20000,Rented,2025-01-17
LST00471,LLD0238,Single Room,2,1,Ajah,381036,20000,Inactive,2025-03-27
LST00472,LLD0411,Flat,3,1,Iyana Ipaja,221362,20000,Rented,2025-03-24
LST00473,LLD0423,Self-Contain,3,2,Iyana Ipaja,185997,20000,Available,2025-02-08
LST00474,LLD0083,Single Room,2,2,Surulere,453980,0,Inactive,2025-02-28
LST00475,LLD0112,Flat,2,1,Surulere,104226,0,Inactive,2025-02-10
LST00476,LLD0224,Single Room,2,2,Surulere,127632,20000,Inactive,2025-04-29
LST00477,LLD0331,Flat,3,2,Ikeja,351612,10000,Rented,2025-04-07
LST00478,LLD0377,Flat,2,2,Iyana Ipaja,52094,0,Inactive,2025-04-30
LST00479,LLD0242,Single Room,3,1,Ajah,357727,10000,Available,2025-01-10
LST00480,LLD0142,Self-Contain,1,1,Ajah,99021,0,Available,2025-01-02
LST00481,LLD0040,Self-Contain,1,1,Surulere,252858,,Inactive,2025-02-28
LST00482,LLD0422,Flat,1,2,Surulere,65362,10000,Available,2025-03-21
LST00483,LLD0257,Self-Contain,2,2,Iyana Ipaja,222647,0,Rented,2025-03-14
LST00484,LLD0446,Flat,3,2,Ajah,489237,20000,Inactive,2025-01-13
LST00485,LLD0284,Self-Contain,2,2,Iyana Ipaja,324329,20000,Available,2025-01-10
LST00486,LLD0104,Single Room,3,1,Ikeja,220843,20000,Rented,2025-03-10
LST00487,LLD0201,Self-Contain,2,2,Iyana Ipaja,393822,10000,Inactive,2025-01-28
LST00488,LLD0449,Flat,1,1,Surulere,431128,10000,Inactive,2025-03-06
LST00489,LLD0306,Flat,3,2,Yaba,216141,20000,Inactive,2025-02-03
LST00490,LLD0330,Self-Contain,2,1,Ikeja,355334,10000,Available,2025-01-17
LST00491,LLD0460,Single Room,3,1,Ajah,190836,10000,Inactive,2025-04-30
LST00492,LLD0265,Flat,3,2,Ajah,290596,,Available,2025-02-14
LST00493,LLD0397,Flat,2,2,Surulere,208185,0,Rented,2025-04-23
LST00494,LLD0209,Flat,2,2,Surulere,329032,10000,Rented,2025-01-09
LST00495,LLD0050,Flat,3,1,Ikeja,326892,0,Rented,2025-04-23
LST00496,LLD0117,Flat,3,2,Surulere,363157,0,Inactive,2025-02-01
LST00497,LLD0200,Single Room,1,1,Yaba,473419,10000,Rented,2025-02-17
LST00498,LLD0376,Self-Contain,3,2,Ikeja,299482,0,Available,2025-02-06
LST00499,LLD0038,Single Room,1,1,Surulere,299443,0,Available,2025-01-21
LST00500,LLD0027,Single Room,1,2,Lekki,165091,10000,Available,2025-02-26
LST00501,LLD0258,Flat,1,1,Yaba,332859,0,Available,2025-04-17
LST00502,LLD0083,Single Room,3,1,Ikeja,485795,20000,Available,2025-03-11
LST00503,LLD0453,Flat,1,1,Lekki,52906,20000,Available,2025-04-01
LST00504,LLD0154,Single Room,3,2,Iyana Ipaja,143125,10000,Rented,2025-02-08
LST00505,LLD0116,Flat,3,1,Yaba,323952,,Inactive,2025-03-20
LST00506,LLD0001,Flat,2,2,Iyana Ipaja,202184,20000,Available,2025-04-14
LST00507,LLD0092,Single Room,3,1,Lekki,270701,20000,Rented,2025-03-25
LST00508,LLD0165,Single Room,3,2,Ajah,114945,0,Rented,2025-03-09
LST00509,LLD0386,Self-Contain,1,2,Ajah,117105,30000,Available,2025-01-02
LST00510,LLD0399,Self-Contain,3,1,Surulere,422356,,Rented,2025-03-27
LST00511,LLD0349,Self-Contain,3,1,Ajah,286106,10000,Available,2025-04-15
LST00512,LLD0295,Single Room,2,2,Iyana Ipaja,338563,20000,Inactive,2025-03-12
LST00513,LLD0257,Single Room,2,1,Yaba,438402,20000,Available,2025-02-08
LST00514,LLD0080,Flat,1,2,Iyana Ipaja,61156,10000,Inactive,2025-04-30
LST00515,LLD0424,Self-Contain,1,2,Iyana Ipaja,55062,10000,Rented,2025-03-26
LST00516,LLD0267,Flat,2,2,Ajah,234889,0,Rented,2025-01-14
LST00517,LLD0418,Flat,2,2,Iyana Ipaja,470961,0,Available,2025-05-01
LST00518,LLD0234,Flat,3,2,Lekki,84940,0,Rented,2025-04-23
LST00519,LLD0320,Flat,1,2,Ikeja,72463,20000,Rented,2025-01-18
LST00520,LLD0310,Self-Contain,1,2,Ikeja,348332,20000,Inactive,2025-02-03
LST00521,LLD0300,Flat,3,2,Ikeja,121813,,Available,2025-01-15
LST00522,LLD0462,Single Room,3,2,Surulere,84017,20000,Available,2025-04-24
LST00523,LLD0473,Single Room,1,1,Ajah,301824,10000,Inactive,2025-01-14
LST00524,LLD0356,Single Room,2,2,Ajah,426519,0,Inactive,2025-04-06
LST00525,LLD0212,Self-Contain,2,2,Ikeja,211316,30000,Inactive,2025-03-12
LST00526,LLD0061,Flat,3,2,Yaba,314841,10000,Available,2025-01-20
LST00527,LLD0048,Self-Contain,1,1,Surulere,282129,20000,Inactive,2025-02-04
LST00528,LLD0126,Flat,3,1,Ikeja,458119,0,Available,2025-02-06
LST00529,LLD0222,Self-Contain,2,1,Iyana Ipaja,160930,10000,Inactive,2025-03-19
LST00530,LLD0408,Self-Contain,2,1,Ikeja,104086,10000,Rented,2025-01-27
LST00531,LLD0278,Flat,3,1,Ikeja,138385,0,Available,2025-04-02
LST00532,LLD0407,Self-Contain,2,1,Yaba,86652,20000,Available,2025-02-13
LST00533,LLD0293,Flat,1,2,Ajah,188326,20000,Available,2025-01-27
LST00534,LLD0283,Single Room,3,1,Ajah,250899,10000,Rented,2025-03-29
LST00535,LLD0276,Single Room,3,1,Iyana Ipaja,111631,30000,Rented,2025-03-23
LST00536,LLD0437,Single Room,3,1,Ikeja,392671,10000,Available,2025-04-20
LST00537,LLD0106,Self-Contain,2,1,Lekki,488793,0,Inactive,2025-02-03
LST00538,LLD0145,Single Room,1,1,Iyana Ipaja,259648,,Available,2025-03-06
LST00539,LLD0419,Flat,3,2,Ajah,154084,10000,Available,2025-03-04
LST00540,LLD0098,Single Room,3,2,Yaba,169771,30000,Rented,2025-02-02
LST00541,LLD0428,Single Room,2,1,Ajah,425789,30000,Rented,2025-04-26
LST00542,LLD0374,Self-Contain,1,2,Ajah,109019,0,Inactive,2025-04-27
LST00543,LLD0072,Flat,3,1,Yaba,201539,10000,Inactive,2025-04-19
LST00544,LLD0436,Self-Contain,2,2,Ikeja,432951,0,Available,2025-01-07
LST00545,LLD0485,Self-Contain,3,2,Ikeja,416672,10000,Available,2025-01-12
LST00546,LLD0121,Flat,2,1,Ajah,377377,20000,Inactive,2025-03-23
LST00547,LLD0029,Self-Contain,1,1,Iyana Ipaja,50372,10000,Available,2025-02-24
LST00548,LLD0187,Flat,2,1,Lekki,283865,0,Available,2025-04-17
LST00549,LLD0363,Single Room,3,2,Iyana Ipaja,260809,20000,Inactive,2025-02-05
LST00550,LLD0353,Flat,3,2,Surulere,252459,20000,Inactive,2025-01-06
LST00551,LLD0287,Flat,2,1,Iyana Ipaja,121564,20000,Inactive,2025-01-01
LST00552,LLD0450,Flat,1,1,Ajah,173297,20000,Rented,2025-02-12
LST00553,LLD0194,Self-Contain,1,2,Ajah,178058,20000,Inactive,2025-04-09
LST00554,LLD0155,Flat,3,1,Lekki,113615,30000,Rented,2025-01-17
LST00555,LLD0171,Flat,3,2,Lekki,296576,10000,Inactive,2025-03-23
LST00556,LLD0334,Flat,2,2,Lekki,341589,20000,Inactive,2025-02-03
LST00557,LLD0040,Single Room,2,1,Ajah,240219,10000,Rented,2025-01-21
LST00558,LLD0062,Flat,2,2,Ajah,397676,,Rented,2025-04-05
LST00559,LLD0022,Self-Contain,1,2,Iyana Ipaja,421579,10000,Available,2025-02-26
LST00560,LLD0359,Flat,1,2,Ajah,467347,,Available,2025-03-12
LST00561,LLD0074,Flat,3,2,Surulere,465950,20000,Available,2025-04-01
LST00562,LLD0047,Single Room,3,1,Ikeja,215172,20000,Rented,2025-02-24
LST00563,LLD0159,Flat,3,2,Ikeja,457954,10000,Inactive,2025-03-13
LST00564,LLD0312,Self-Contain,2,1,Lekki,126974,10000,Rented,2025-01-02
LST00565,LLD0117,Flat,1,2,Ajah,171049,20000,Inactive,2025-01-15
LST00566,LLD0099,Self-Contain,3,1,Surulere,229871,10000,Inactive,2025-01-10
LST00567,LLD0379,Single Room,3,2,Ikeja,490645,,Inactive,2025-05-01
LST00568,LLD0416,Flat,3,2,Iyana Ipaja,443971,20000,Available,2025-04-24
LST00569,LLD0407,Single Room,3,1,Yaba,112716,30000,Rented,2025-03-30
LST00570,LLD0166,Flat,3,2,Iyana Ipaja,381205,10000,Rented,2025-04-26
LST00571,LLD0289,Self-Contain,3,1,Yaba,79884,0,Available,2025-01-20
LST00572,LLD0439,Single Room,1,2,Surulere,51796,20000,Inactive,2025-03-11
LST00573,LLD0155,Flat,3,1,Iyana Ipaja,456970,10000,Available,2025-01-05
LST00574,LLD0420,Self-Contain,1,1,Ikeja,193233,30000,Inactive,2025-04-17
LST00575,LLD0006,Single Room,2,2,Ajah,429891,20000,Available,2025-02-17
LST00576,LLD0195,Flat,1,2,Yaba,117713,0,Rented,2025-03-16
LST00577,LLD0420,Single Room,2,2,Ajah,405812,20000,Available,2025-03-12
LST00578,LLD0055,Flat,1,2,Surulere,379730,20000,Rented,2025-01-19
LST00579,LLD0320,Self-Contain,1,2,Ajah,494357,20000,Inactive,2025-02-25
LST00580,LLD0192,Self-Contain,3,2,Ikeja,434350,20000,Available,2025-01-17
LST00581,LLD0046,Single Room,1,2,Surulere,402810,10000,Available,2025-01-06
LST00582,LLD0147,Single Room,1,2,Lekki,163796,10000,Available,2025-02-09
LST00583,LLD0274,Flat,3,2,Lekki,88577,20000,Available,2025-02-16
LST00584,LLD0156,Self-Contain,2,1,Yaba,104765,0,Rented,2025-04-26
LST00585,LLD0201,Flat,3,1,Ikeja,74841,20000,Rented,2025-04-30
LST00586,LLD0443,Self-Contain,3,1,Ajah,75498,20000,Available,2025-04-12
LST00587,LLD0401,Single Room,3,2,Iyana Ipaja,158567,,Rented,2025-04-21
LST00588,LLD0475,Flat,2,1,Iyana Ipaja,271717,,Available,2025-01-06
LST00589,LLD0418,Flat,1,2,Surulere,285352,20000,Rented,2025-04-26
LST00590,LLD0426,Self-Contain,1,2,Yaba,162642,10000,Rented,2025-02-15
LST00591,LLD0494,Self-Contain,3,2,Yaba,258783,10000,Rented,2025-01-27
LST00592,LLD0478,Self-Contain,3,2,Yaba,117229,10000,Available,2025-03-29
LST00593,LLD0474,Single Room,1,1,Ikeja,439999,0,Available,2025-02-01
LST00594,LLD0125,Flat,1,1,Iyana Ipaja,113914,20000,Rented,2025-03-27
LST00595,LLD0394,Self-Contain,1,1,Surulere,232275,30000,Inactive,2025-01-14
LST00596,LLD0304,Single Room,2,2,Ikeja,274874,10000,Rented,2025-02-15
LST00597,LLD0368,Self-Contain,2,2,Surulere,423543,10000,Available,2025-04-10
LST00598,LLD0293,Flat,3,1,Ikeja,326982,20000,Inactive,2025-03-13
LST00599,LLD0063,Self-Contain,2,2,Ajah,151224,,Available,2025-04-24
LST00600,LLD0324,Flat,3,1,Ikeja,136765,0,Inactive,2025-04-22
LST00601,LLD0391,Single Room,1,1,Ikeja,119703,10000,Inactive,2025-02-22
LST00602,LLD0417,Single Room,1,1,Ajah,203687,,Available,2025-03-21
LST00603,LLD0175,Self-Contain,3,2,Lekki,496991,0,Rented,2025-04-06
LST00604,LLD0115,Flat,1,1,Ajah,353989,20000,Available,2025-01-20
LST00605,LLD0439,Flat,3,2,Yaba,88907,20000,Available,2025-04-29
LST00606,LLD0203,Flat,3,1,Lekki,474374,10000,Rented,2025-04-30
LST00607,LLD0485,Self-Contain,3,2,Iyana Ipaja,246115,10000,Rented,2025-01-31
LST00608,LLD0320,Flat,2,2,Surulere,234248,30000,Inactive,2025-04-21
LST00609,LLD0030,Flat,3,1,Ikeja,367565,0,Inactive,2025-01-21
LST00610,LLD0387,Flat,3,2,Lekki,83330,10000,Rented,2025-04-13
LST00611,LLD0112,Flat,3,2,Iyana Ipaja,229217,20000,Available,2025-04-14
LST00612,LLD0364,Self-Contain,2,2,Ajah,105244,10000,Rented,2025-01-23
LST00613,LLD0433,Self-Contain,1,1,Ajah,253600,20000,Rented,2025-04-23
LST00614,LLD0324,Flat,2,2,Yaba,258826,,Rented,2025-02-22
LST00615,LLD0413,Flat,3,1,Yaba,433840,,Available,2025-01-04
LST00616,LLD0375,Single Room,2,1,Lekki,90564,10000,Available,2025-01-23
LST00617,LLD0343,Single Room,1,2,Surulere,276939,10000,Inactive,2025-04-05
LST00618,LLD0442,Flat,1,1,Ikeja,153963,0,Rented,2025-04-29
LST00619,LLD0066,Flat,3,1,Ajah,265963,,Rented,2025-02-12
LST00620,LLD0074,Single Room,1,1,Lekki,230568,10000,Available,2025-04-11
LST00621,LLD0044,Single Room,2,1,Lekki,171299,10000,Rented,2025-04-30
LST00622,LLD0259,Flat,2,1,Surulere,170972,30000,Available,2025-02-22
LST00623,LLD0153,Self-Contain,1,2,Lekki,112469,20000,Inactive,2025-04-13
LST00624,LLD0154,Self-Contain,3,2,Yaba,314860,0,Inactive,2025-03-27
LST00625,LLD0429,Flat,3,1,Surulere,213433,10000,Inactive,2025-04-21
LST00626,LLD0362,Flat,2,1,Ajah,77254,20000,Available,2025-04-05
LST00627,LLD0447,Single Room,1,2,Yaba,354776,20000,Available,2025-04-14
LST00628,LLD0474,Single Room,2,2,Yaba,153964,20000,Rented,2025-02-01
LST00629,LLD0233,Self-Contain,2,2,Surulere,159623,0,Inactive,2025-02-04
LST00630,LLD0050,Flat,2,1,Surulere,333421,10000,Available,2025-01-21
LST00631,LLD0305,Single Room,3,1,Lekki,438977,20000,Inactive,2025-04-11
LST00632,LLD0261,Self-Contain,1,2,Iyana Ipaja,67503,30000,Inactive,2025-03-31
LST00633,LLD0314,Self-Contain,1,1,Iyana Ipaja,150566,0,Inactive,2025-01-14
LST00634,LLD0124,Self-Contain,3,2,Iyana Ipaja,296502,0,Rented,2025-02-18
LST00635,LLD0398,Single Room,2,2,Lekki,399065,20000,Available,2025-04-22
LST00636,LLD0244,Single Room,2,1,Ikeja,213307,20000,Available,2025-01-05
LST00637,LLD0029,Flat,3,2,Ajah,388324,0,Available,2025-04-20
LST00638,LLD0425,Flat,1,2,Lekki,202759,20000,Rented,2025-03-02
LST00639,LLD0484,Self-Contain,3,2,Lekki,229481,,Rented,2025-01-29
LST00640,LLD0121,Self-Contain,1,2,Yaba,159264,20000,Rented,2025-01-26
LST00641,LLD0124,Single Room,1,2,Iyana Ipaja,483314,10000,Rented,2025-04-15
LST00642,LLD0036,Single Room,1,1,Surulere,476766,30000,Available,2025-04-28
LST00643,LLD0169,Flat,2,2,Lekki,345008,10000,Rented,2025-02-28
LST00644,LLD0123,Flat,2,1,Ikeja,189850,10000,Available,2025-02-14
LST00645,LLD0356,Flat,3,1,Ajah,210855,20000,Inactive,2025-02-09
LST00646,LLD0034,Single Room,3,2,Ikeja,499029,20000,Available,2025-04-16
LST00647,LLD0086,Self-Contain,2,2,Lekki,409067,,Inactive,2025-04-12
LST00648,LLD0133,Flat,3,2,Lekki,259982,10000,Rented,2025-04-22
